temperature, rainfall, humudity, yeild_apples
72.00 30.00 89.00 399.00
42.00 26.00 81.00 337.00
89.00 37.00 56.00 331.00
36.00 67.00 39.00 287.00
51.00 96.00 80.00 483.00
70.00 21.00 37.00 223.00
36.00 33.00 31.00 195.00
87.00 94.00 34.00 377.00
21.00 28.00 66.00 275.00
68.00 44.00 27.00 237.00
50.00 40.00 20.00 190.00
30.00 90.00 24.00 282.00
65.00 41.00 90.00 417.00
22.00 92.00 91.00 479.00
51.00 78.00 20.00 267.00
26.00 49.00 100.00 424.00
48.00 39.00 29.00 213.00
75.00 88.00 56.00 419.00
29.00 36.00 77.00 332.00
38.00 66.00 46.00 308.00
51.00 88.00 38.00 341.00
39.00 40.00 26.00 197.00
48.00 68.00 50.00 334.00
30.00 100.00 64.00 422.00
85.00 37.00 25.00 234.00
61.00 81.00 92.00 499.00
88.00 96.00 73.00 499.00
72.00 43.00 58.00 332.00
39.00 41.00 65.00 316.00
66.00 48.00 52.00 318.00
40.00 60.00 59.00 337.00
96.00 22.00 80.00 380.00
51.00 65.00 82.00 427.00
36.00 50.00 39.00 253.00
55.00 30.00 48.00 259.00
83.00 45.00 41.00 296.00
45.00 43.00 24.00 203.00
20.00 51.00 91.00 395.00
49.00 73.00 99.00 492.00
33.00 100.00 73.00 452.00
22.00 20.00 98.00 356.00
50.00 90.00 27.00 311.00
71.00 21.00 85.00 368.00
77.00 98.00 27.00 354.00
87.00 82.00 34.00 353.00
96.00 53.00 45.00 337.00
41.00 64.00 45.00 304.00
99.00 76.00 94.00 533.00
100.00 72.00 45.00 379.00
43.00 62.00 42.00 293.00
97.00 83.00 44.00 395.00
76.00 66.00 88.00 472.00
67.00 75.00 42.00 343.00
79.00 91.00 91.00 534.00
93.00 28.00 24.00 221.00
34.00 91.00 64.00 408.00
71.00 35.00 72.00 357.00
72.00 40.00 98.00 446.00
73.00 58.00 29.00 276.00
52.00 21.00 71.00 307.00
56.00 61.00 26.00 256.00
88.00 92.00 49.00 419.00
39.00 59.00 92.00 433.00
91.00 59.00 64.00 401.00
40.00 47.00 84.00 386.00
31.00 71.00 55.00 338.00
91.00 33.00 89.00 424.00
81.00 26.00 91.00 406.00
87.00 51.00 61.00 372.00
95.00 98.00 87.00 552.00
22.00 44.00 64.00 302.00
44.00 83.00 58.00 384.00
88.00 56.00 35.00 305.00
32.00 95.00 51.00 375.00
91.00 43.00 94.00 459.00
37.00 63.00 34.00 265.00
37.00 83.00 72.00 419.00
63.00 71.00 55.00 370.00
97.00 35.00 80.00 407.00
53.00 36.00 48.00 269.00
29.00 34.00 60.00 277.00
49.00 99.00 35.00 352.00
34.00 28.00 73.00 309.00
72.00 83.00 62.00 424.00
56.00 61.00 31.00 271.00
88.00 58.00 95.00 489.00
56.00 49.00 35.00 259.00
65.00 45.00 23.00 224.00
44.00 73.00 28.00 274.00
54.00 79.00 55.00 377.00
72.00 61.00 64.00 386.00
91.00 55.00 63.00 390.00
57.00 89.00 74.00 457.00
80.00 51.00 42.00 308.00
75.00 89.00 63.00 442.00
80.00 68.00 82.00 462.00
54.00 76.00 82.00 452.00
63.00 51.00 95.00 450.00
28.00 83.00 44.00 326.00
90.00 74.00 51.00 391.00
55.00 22.00 71.00 312.00
62.00 40.00 80.00 382.00
36.00 27.00 27.00 171.00
58.00 68.00 89.00 461.00
94.00 89.00 65.00 467.00
92.00 94.00 25.00 355.00
75.00 20.00 35.00 220.00
62.00 74.00 47.00 351.00
75.00 60.00 37.00 306.00
35.00 43.00 42.00 247.00
98.00 33.00 20.00 224.00
58.00 60.00 64.00 370.00
62.00 70.00 46.00 340.00
45.00 92.00 75.00 454.00
67.00 50.00 69.00 374.00
21.00 100.00 97.00 512.00
45.00 31.00 30.00 197.00
74.00 59.00 83.00 441.00
25.00 92.00 76.00 437.00
70.00 38.00 84.00 398.00
88.00 30.00 27.00 229.00
37.00 39.00 47.00 256.00
62.00 32.00 88.00 390.00
25.00 69.00 65.00 358.00
89.00 32.00 71.00 366.00
74.00 45.00 63.00 353.00
41.00 90.00 39.00 338.00
22.00 42.00 99.00 403.00
87.00 68.00 78.00 457.00
30.00 77.00 39.00 301.00
94.00 70.00 64.00 426.00
92.00 48.00 100.00 488.00
93.00 69.00 34.00 333.00
43.00 34.00 27.00 192.00
45.00 64.00 94.00 455.00
93.00 70.00 97.00 524.00
74.00 73.00 88.00 484.00
61.00 88.00 84.00 489.00
96.00 40.00 65.00 371.00
67.00 46.00 57.00 330.00
43.00 83.00 46.00 347.00
93.00 28.00 63.00 338.00
64.00 88.00 28.00 324.00
48.00 94.00 55.00 401.00
74.00 21.00 99.00 413.00
59.00 51.00 47.00 302.00
84.00 79.00 78.00 476.00
22.00 43.00 60.00 288.00
49.00 52.00 90.00 423.00
49.00 85.00 93.00 498.00
39.00 34.00 64.00 299.00
41.00 78.00 23.00 266.00
21.00 95.00 29.00 298.00
58.00 93.00 74.00 466.00
70.00 98.00 20.00 326.00
65.00 82.00 89.00 496.00
36.00 44.00 60.00 304.00
31.00 82.00 62.00 381.00
38.00 56.00 39.00 267.00
78.00 32.00 98.00 436.00
35.00 86.00 50.00 357.00
51.00 32.00 36.00 223.00
65.00 37.00 73.00 358.00
41.00 78.00 66.00 395.00
49.00 22.00 32.00 189.00
78.00 34.00 27.00 227.00
86.00 58.00 24.00 274.00
53.00 62.00 82.00 423.00
89.00 60.00 54.00 371.00
70.00 71.00 25.00 287.00
47.00 26.00 88.00 363.00
60.00 82.00 57.00 395.00
37.00 36.00 65.00 304.00
33.00 79.00 77.00 422.00
85.00 38.00 52.00 317.00
84.00 46.00 55.00 341.00
47.00 97.00 90.00 511.00
37.00 72.00 86.00 439.00
55.00 65.00 33.00 284.00
29.00 94.00 36.00 325.00
76.00 57.00 63.00 379.00
49.00 60.00 71.00 382.00
77.00 96.00 63.00 458.00
96.00 50.00 73.00 415.00
71.00 70.00 93.00 490.00
70.00 42.00 95.00 439.00
29.00 96.00 35.00 326.00
48.00 58.00 74.00 386.00
75.00 52.00 82.00 425.00
47.00 66.00 73.00 398.00
82.00 96.00 43.00 403.00
88.00 32.00 88.00 416.00
28.00 77.00 58.00 356.00
39.00 43.00 30.00 215.00
100.00 97.00 53.00 453.00
73.00 92.00 68.00 461.00
68.00 99.00 36.00 374.00
58.00 88.00 25.00 309.00
80.00 42.00 41.00 287.00
51.00 30.00 48.00 255.00
99.00 38.00 34.00 277.00
47.00 95.00 59.00 414.00
50.00 78.00 29.00 293.00
35.00 89.00 63.00 402.00
99.00 56.00 67.00 412.00
32.00 65.00 100.00 462.00
82.00 23.00 22.00 194.00
83.00 26.00 29.00 222.00
30.00 91.00 85.00 467.00
43.00 29.00 45.00 236.00
91.00 93.00 54.00 439.00
96.00 58.00 49.00 359.00
34.00 90.00 22.00 280.00
22.00 62.00 37.00 257.00
54.00 79.00 59.00 389.00
72.00 20.00 59.00 289.00
86.00 57.00 73.00 419.00
35.00 94.00 80.00 463.00
100.00 49.00 62.00 384.00
28.00 80.00 82.00 434.00
74.00 56.00 42.00 312.00
66.00 84.00 36.00 342.00
78.00 92.00 44.00 394.00
78.00 44.00 81.00 409.00
86.00 100.00 66.00 484.00
65.00 62.00 82.00 435.00
90.00 48.00 26.00 264.00
44.00 36.00 31.00 209.00
88.00 80.00 32.00 344.00
57.00 97.00 82.00 497.00
45.00 28.00 84.00 353.00
83.00 53.00 88.00 453.00
80.00 38.00 78.00 390.00
41.00 22.00 27.00 166.00
26.00 65.00 30.00 246.00
42.00 32.00 68.00 310.00
39.00 20.00 45.00 214.00
98.00 54.00 54.00 368.00
36.00 56.00 41.00 271.00
98.00 100.00 97.00 589.00
28.00 23.00 30.00 164.00
100.00 31.00 46.00 300.00
37.00 76.00 70.00 399.00
31.00 51.00 94.00 415.00
85.00 36.00 70.00 367.00
51.00 47.00 40.00 265.00
78.00 93.00 27.00 345.00
90.00 99.00 85.00 543.00
78.00 84.00 27.00 327.00
62.00 44.00 74.00 372.00
71.00 55.00 43.00 310.00
42.00 54.00 99.00 447.00
37.00 88.00 93.00 492.00
57.00 49.00 96.00 443.00
74.00 36.00 21.00 209.00
53.00 54.00 33.00 260.00
86.00 56.00 81.00 441.00
99.00 28.00 57.00 326.00
41.00 96.00 46.00 371.00
32.00 24.00 64.00 272.00
93.00 60.00 81.00 456.00
51.00 92.00 69.00 442.00
44.00 99.00 72.00 458.00
88.00 98.00 90.00 554.00
64.00 87.00 79.00 475.00
57.00 94.00 31.00 338.00
32.00 78.00 90.00 458.00
57.00 77.00 93.00 490.00
85.00 69.00 62.00 409.00
37.00 93.00 90.00 493.00
71.00 36.00 51.00 296.00
89.00 58.00 36.00 313.00
100.00 58.00 80.00 456.00
38.00 71.00 51.00 333.00
35.00 34.00 70.00 313.00
93.00 34.00 75.00 386.00
55.00 80.00 63.00 404.00
94.00 72.00 42.00 364.00
59.00 76.00 56.00 379.00
69.00 66.00 67.00 402.00
30.00 29.00 67.00 289.00
22.00 32.00 65.00 281.00
66.00 36.00 98.00 432.00
55.00 87.00 42.00 355.00
81.00 33.00 85.00 402.00
64.00 40.00 49.00 291.00
64.00 87.00 54.00 400.00
66.00 28.00 86.00 380.00
37.00 60.00 33.00 256.00
57.00 57.00 43.00 300.00
90.00 39.00 30.00 258.00
32.00 61.00 87.00 415.00
37.00 43.00 82.00 369.00
49.00 78.00 59.00 382.00
49.00 54.00 73.00 376.00
82.00 28.00 74.00 360.00
62.00 47.00 66.00 354.00
62.00 25.00 89.00 379.00
53.00 91.00 51.00 388.00
80.00 73.00 51.00 379.00
66.00 79.00 24.00 296.00
25.00 63.00 34.00 253.00
82.00 31.00 75.00 369.00
80.00 62.00 76.00 432.00
84.00 79.00 65.00 437.00
25.00 76.00 23.00 246.00
62.00 30.00 79.00 359.00
99.00 96.00 73.00 510.00
50.00 39.00 26.00 206.00
27.00 43.00 62.00 299.00
75.00 29.00 53.00 292.00
31.00 27.00 80.00 325.00
35.00 65.00 53.00 324.00
72.00 51.00 74.00 396.00
29.00 57.00 20.00 203.00
61.00 26.00 23.00 182.00
90.00 53.00 85.00 451.00
44.00 98.00 98.00 534.00
42.00 46.00 50.00 284.00
56.00 85.00 88.00 490.00
76.00 73.00 62.00 408.00
23.00 86.00 85.00 450.00
69.00 68.00 27.00 286.00
82.00 64.00 58.00 384.00
85.00 74.00 29.00 320.00
77.00 65.00 61.00 390.00
20.00 65.00 70.00 360.00
74.00 40.00 57.00 325.00
73.00 30.00 23.00 202.00
38.00 28.00 40.00 214.00
63.00 38.00 66.00 337.00
27.00 45.00 25.00 192.00
44.00 70.00 25.00 259.00
46.00 43.00 52.00 288.00
93.00 27.00 76.00 375.00
80.00 69.00 98.00 512.00
73.00 50.00 74.00 395.00
95.00 34.00 30.00 253.00
44.00 62.00 88.00 432.00
90.00 60.00 79.00 447.00
60.00 92.00 23.00 313.00
53.00 47.00 92.00 423.00
89.00 53.00 57.00 366.00
71.00 58.00 33.00 286.00
88.00 57.00 30.00 292.00
85.00 55.00 51.00 348.00
38.00 65.00 89.00 435.00
21.00 34.00 69.00 296.00
64.00 64.00 69.00 399.00
89.00 33.00 52.00 311.00
89.00 87.00 40.00 383.00
52.00 82.00 44.00 348.00
51.00 71.00 39.00 310.00
72.00 85.00 38.00 356.00
72.00 76.00 61.00 407.00
93.00 52.00 27.00 278.00
39.00 34.00 94.00 389.00
79.00 77.00 52.00 389.00
80.00 96.00 27.00 353.00
49.00 86.00 51.00 374.00
61.00 94.00 100.00 549.00
63.00 52.00 38.00 281.00
24.00 78.00 59.00 357.00
27.00 52.00 92.00 407.00
39.00 41.00 97.00 412.00
24.00 99.00 94.00 504.00
84.00 82.00 88.00 512.00
36.00 47.00 76.00 358.00
58.00 48.00 39.00 271.00
78.00 51.00 49.00 327.00
88.00 64.00 46.00 354.00
65.00 43.00 68.00 355.00
41.00 41.00 65.00 318.00
52.00 44.00 91.00 413.00
97.00 79.00 38.00 369.00
77.00 91.00 96.00 547.00
21.00 90.00 50.00 351.00
83.00 25.00 21.00 196.00
74.00 29.00 77.00 363.00
25.00 72.00 41.00 292.00
46.00 87.00 40.00 340.00
72.00 70.00 80.00 452.00
46.00 22.00 71.00 303.00
56.00 57.00 74.00 392.00
24.00 38.00 95.00 385.00
99.00 55.00 80.00 449.00
81.00 32.00 23.00 214.00
37.00 55.00 45.00 282.00
93.00 40.00 67.00 374.00
27.00 90.00 98.00 501.00
84.00 28.00 94.00 422.00
97.00 43.00 38.00 297.00
94.00 73.00 89.00 507.00
84.00 77.00 33.00 337.00
74.00 38.00 35.00 255.00
87.00 30.00 72.00 363.00
56.00 94.00 71.00 457.00
84.00 33.00 27.00 231.00
59.00 64.00 46.00 325.00
77.00 63.00 70.00 413.00
38.00 21.00 50.00 230.00
92.00 78.00 55.00 413.00
29.00 70.00 91.00 442.00
49.00 87.00 40.00 343.00
32.00 93.00 53.00 377.00
57.00 89.00 91.00 508.00
82.00 88.00 40.00 378.00
54.00 76.00 28.00 290.00
99.00 94.00 75.00 512.00
20.00 81.00 52.00 338.00
87.00 94.00 47.00 416.00
23.00 89.00 87.00 462.00
85.00 74.00 75.00 458.00
26.00 53.00 27.00 213.00
45.00 82.00 94.00 491.00
44.00 64.00 89.00 439.00
63.00 71.00 37.00 316.00
23.00 50.00 78.00 357.00
43.00 58.00 29.00 246.00
25.00 22.00 100.00 369.00
42.00 52.00 95.00 431.00
77.00 78.00 46.00 371.00
65.00 50.00 67.00 366.00
74.00 94.00 44.00 394.00
75.00 93.00 28.00 345.00
66.00 100.00 66.00 464.00
85.00 51.00 67.00 388.00
36.00 94.00 58.00 398.00
46.00 63.00 78.00 406.00
52.00 97.00 83.00 495.00
86.00 58.00 50.00 352.00
38.00 37.00 57.00 283.00
49.00 75.00 55.00 364.00
64.00 89.00 60.00 422.00
89.00 26.00 25.00 216.00
26.00 30.00 53.00 245.00
61.00 74.00 62.00 395.00
69.00 64.00 53.00 356.00
71.00 38.00 81.00 390.00
76.00 53.00 34.00 284.00
92.00 95.00 70.00 492.00
43.00 93.00 56.00 397.00
35.00 82.00 89.00 466.00
49.00 47.00 60.00 323.00
43.00 34.00 87.00 372.00
32.00 48.00 51.00 281.00
54.00 80.00 71.00 427.00
77.00 38.00 45.00 288.00
99.00 20.00 59.00 316.00
33.00 76.00 41.00 308.00
22.00 84.00 98.00 484.00
68.00 29.00 23.00 195.00
34.00 91.00 42.00 342.00
68.00 22.00 87.00 373.00
79.00 72.00 25.00 298.00
81.00 68.00 34.00 319.00
76.00 94.00 53.00 423.00
31.00 90.00 25.00 286.00
69.00 30.00 92.00 405.00
53.00 85.00 84.00 475.00
45.00 68.00 39.00 298.00
93.00 96.00 93.00 564.00
82.00 21.00 48.00 268.00
45.00 95.00 70.00 445.00
80.00 24.00 23.00 197.00
77.00 87.00 88.00 515.00
89.00 64.00 44.00 349.00
88.00 30.00 85.00 403.00
57.00 23.00 88.00 367.00
79.00 94.00 87.00 528.00
57.00 91.00 30.00 329.00
97.00 32.00 70.00 371.00
42.00 63.00 66.00 366.00
52.00 22.00 100.00 396.00
83.00 26.00 54.00 297.00
76.00 87.00 91.00 523.00
95.00 48.00 23.00 260.00
99.00 40.00 88.00 443.00
95.00 29.00 54.00 315.00
64.00 94.00 27.00 333.00
76.00 99.00 96.00 562.00
52.00 20.00 50.00 242.00
72.00 20.00 93.00 391.00
70.00 66.00 62.00 388.00
77.00 89.00 84.00 507.00
75.00 40.00 58.00 329.00
71.00 70.00 40.00 331.00
36.00 85.00 53.00 365.00
69.00 72.00 57.00 384.00
40.00 68.00 25.00 251.00
96.00 57.00 48.00 354.00
54.00 29.00 79.00 349.00
33.00 65.00 42.00 289.00
65.00 58.00 23.00 250.00
51.00 87.00 30.00 315.00
61.00 57.00 44.00 307.00
65.00 78.00 24.00 293.00
93.00 66.00 69.00 432.00
75.00 32.00 32.00 235.00
44.00 92.00 43.00 357.00
90.00 29.00 47.00 289.00
100.00 36.00 34.00 274.00
49.00 32.00 77.00 344.00
87.00 73.00 53.00 392.00
48.00 42.00 85.00 387.00
48.00 63.00 78.00 408.00
53.00 67.00 60.00 367.00
34.00 33.00 71.00 313.00
100.00 26.00 77.00 383.00
45.00 75.00 73.00 414.00
45.00 61.00 73.00 386.00
33.00 98.00 53.00 388.00
87.00 45.00 61.00 360.00
64.00 48.00 73.00 379.00
68.00 63.00 63.00 383.00
50.00 39.00 68.00 332.00
96.00 72.00 23.00 309.00
25.00 38.00 28.00 185.00
36.00 25.00 89.00 353.00
87.00 76.00 25.00 314.00
98.00 50.00 40.00 318.00
31.00 37.00 47.00 246.00
98.00 98.00 85.00 549.00
93.00 81.00 94.00 537.00
95.00 39.00 92.00 449.00
88.00 99.00 25.00 361.00
85.00 44.00 34.00 275.00
80.00 36.00 51.00 305.00
64.00 55.00 73.00 393.00
74.00 51.00 75.00 401.00
29.00 50.00 25.00 204.00
36.00 50.00 58.00 310.00
59.00 95.00 96.00 537.00
66.00 96.00 43.00 387.00
60.00 45.00 39.00 267.00
69.00 87.00 36.00 351.00
20.00 65.00 89.00 417.00
88.00 33.00 20.00 214.00
94.00 52.00 91.00 471.00
36.00 91.00 39.00 335.00
43.00 70.00 36.00 291.00
84.00 59.00 53.00 361.00
32.00 72.00 63.00 365.00
96.00 24.00 36.00 252.00
51.00 36.00 75.00 348.00
100.00 87.00 82.00 520.00
97.00 71.00 61.00 422.00
81.00 35.00 20.00 211.00
98.00 36.00 79.00 407.00
97.00 47.00 77.00 422.00
98.00 39.00 39.00 293.00
88.00 41.00 21.00 233.00
44.00 97.00 69.00 445.00
36.00 98.00 59.00 409.00
21.00 58.00 77.00 368.00
96.00 82.00 55.00 425.00
41.00 40.00 36.00 229.00
94.00 100.00 64.00 486.00
66.00 20.00 20.00 166.00
25.00 21.00 64.00 259.00
53.00 30.00 86.00 371.00
65.00 27.00 23.00 188.00
93.00 61.00 79.00 452.00
93.00 85.00 33.00 362.00
22.00 89.00 29.00 287.00
83.00 79.00 56.00 409.00
69.00 95.00 67.00 460.00
57.00 41.00 71.00 352.00
31.00 46.00 63.00 312.00
62.00 24.00 84.00 362.00
68.00 69.00 98.00 500.00
86.00 81.00 74.00 470.00
67.00 90.00 98.00 541.00
24.00 40.00 97.00 395.00
98.00 65.00 81.00 471.00
91.00 23.00 41.00 260.00
75.00 88.00 62.00 437.00
52.00 40.00 69.00 339.00
87.00 87.00 46.00 399.00
33.00 42.00 44.00 249.00
25.00 31.00 68.00 291.00
30.00 36.00 61.00 285.00
75.00 66.00 45.00 342.00
30.00 76.00 48.00 326.00
59.00 59.00 94.00 459.00
36.00 57.00 68.00 354.00
59.00 50.00 39.00 276.00
70.00 73.00 61.00 399.00
30.00 27.00 87.00 345.00
83.00 25.00 80.00 373.00
81.00 80.00 98.00 535.00
43.00 75.00 44.00 325.00
66.00 97.00 64.00 452.00
49.00 28.00 40.00 225.00
20.00 38.00 48.00 240.00
23.00 85.00 40.00 313.00
99.00 26.00 23.00 220.00
46.00 79.00 94.00 486.00
47.00 76.00 76.00 427.00
52.00 69.00 59.00 367.00
61.00 67.00 24.00 267.00
66.00 36.00 62.00 324.00
60.00 36.00 50.00 282.00
88.00 88.00 88.00 528.00
73.00 46.00 77.00 396.00
59.00 95.00 85.00 504.00
43.00 71.00 36.00 293.00
35.00 42.00 92.00 395.00
76.00 83.00 22.00 308.00
94.00 62.00 37.00 329.00
52.00 65.00 68.00 386.00
86.00 93.00 95.00 557.00
28.00 33.00 20.00 154.00
64.00 90.00 39.00 361.00
70.00 63.00 34.00 298.00
29.00 67.00 26.00 241.00
48.00 100.00 92.00 524.00
26.00 79.00 57.00 355.00
72.00 83.00 96.00 526.00
99.00 53.00 97.00 496.00
22.00 62.00 40.00 266.00
76.00 52.00 76.00 408.00
41.00 88.00 43.00 346.00
69.00 52.00 21.00 236.00
60.00 28.00 96.00 404.00
71.00 73.00 43.00 346.00
79.00 61.00 83.00 450.00
69.00 70.00 64.00 401.00
100.00 62.00 71.00 437.00
89.00 90.00 94.00 551.00
53.00 60.00 96.00 461.00
90.00 88.00 100.00 566.00
56.00 94.00 80.00 484.00
67.00 31.00 57.00 300.00
51.00 63.00 56.00 345.00
84.00 74.00 25.00 307.00
31.00 34.00 68.00 303.00
53.00 75.00 62.00 389.00
94.00 89.00 55.00 437.00
88.00 43.00 58.00 348.00
36.00 73.00 57.00 353.00
26.00 47.00 81.00 363.00
78.00 30.00 95.00 423.00
41.00 44.00 58.00 303.00
47.00 29.00 24.00 177.00
65.00 26.00 32.00 213.00
51.00 97.00 24.00 317.00
21.00 50.00 99.00 418.00
35.00 22.00 47.00 220.00
96.00 93.00 50.00 432.00
71.00 26.00 98.00 417.00
22.00 26.00 93.00 353.00
93.00 38.00 49.00 316.00
91.00 63.00 92.00 493.00
40.00 28.00 61.00 279.00
68.00 60.00 66.00 386.00
49.00 33.00 51.00 268.00
62.00 73.00 82.00 454.00
84.00 40.00 80.00 404.00
100.00 30.00 100.00 460.00
88.00 81.00 45.00 385.00
54.00 23.00 49.00 247.00
23.00 98.00 89.00 486.00
53.00 40.00 100.00 433.00
96.00 62.00 44.00 352.00
27.00 69.00 84.00 417.00
29.00 41.00 53.00 270.00
79.00 61.00 21.00 264.00
85.00 38.00 56.00 329.00
40.00 44.00 32.00 224.00
86.00 31.00 68.00 352.00
86.00 82.00 57.00 421.00
92.00 84.00 72.00 476.00
37.00 40.00 66.00 315.00
88.00 74.00 79.00 473.00
90.00 87.00 29.00 351.00
49.00 80.00 40.00 329.00
54.00 66.00 94.00 468.00
86.00 67.00 68.00 424.00
83.00 51.00 52.00 341.00
100.00 54.00 29.00 295.00
88.00 88.00 75.00 489.00
35.00 85.00 39.00 322.00
95.00 24.00 86.00 401.00
64.00 37.00 44.00 270.00
22.00 97.00 22.00 282.00
92.00 36.00 20.00 224.00
53.00 58.00 54.00 331.00
33.00 93.00 64.00 411.00
80.00 92.00 84.00 516.00
25.00 28.00 77.00 312.00
96.00 68.00 89.00 499.00
96.00 38.00 45.00 307.00
42.00 94.00 90.00 500.00
100.00 27.00 78.00 388.00
83.00 60.00 73.00 422.00
25.00 63.00 66.00 349.00
68.00 76.00 46.00 358.00
69.00 53.00 21.00 238.00
23.00 34.00 75.00 316.00
85.00 74.00 47.00 374.00
30.00 33.00 88.00 360.00
37.00 74.00 39.00 302.00
59.00 28.00 91.00 388.00
72.00 81.00 65.00 429.00
93.00 53.00 98.00 493.00
52.00 73.00 65.00 393.00
36.00 58.00 41.00 275.00
57.00 66.00 32.00 285.00
60.00 28.00 23.00 185.00
96.00 46.00 38.00 302.00
60.00 54.00 63.00 357.00
31.00 60.00 54.00 313.00
76.00 27.00 20.00 190.00
67.00 38.00 84.00 395.00
59.00 61.00 59.00 358.00
27.00 42.00 84.00 363.00
79.00 36.00 85.00 406.00
45.00 50.00 94.00 427.00
40.00 35.00 30.00 200.00
63.00 91.00 90.00 515.00
57.00 67.00 38.00 305.00
65.00 74.00 66.00 411.00
31.00 23.00 38.00 191.00
100.00 85.00 51.00 423.00
51.00 67.00 86.00 443.00
41.00 86.00 48.00 357.00
100.00 41.00 57.00 353.00
28.00 82.00 64.00 384.00
75.00 88.00 27.00 332.00
70.00 25.00 92.00 396.00
44.00 63.00 97.00 461.00
78.00 21.00 95.00 405.00
99.00 27.00 42.00 279.00
66.00 35.00 21.00 199.00
98.00 60.00 72.00 434.00
47.00 33.00 85.00 368.00
72.00 25.00 55.00 287.00
97.00 50.00 80.00 437.00
51.00 32.00 57.00 286.00
75.00 41.00 97.00 448.00
40.00 71.00 79.00 419.00
52.00 61.00 24.00 246.00
72.00 34.00 61.00 323.00
39.00 94.00 84.00 479.00
100.00 34.00 64.00 360.00
78.00 98.00 32.00 370.00
91.00 62.00 48.00 359.00
41.00 30.00 98.00 395.00
51.00 24.00 85.00 354.00
52.00 39.00 25.00 205.00
38.00 49.00 69.00 343.00
68.00 63.00 70.00 404.00
20.00 35.00 100.00 390.00
31.00 36.00 78.00 337.00
29.00 32.00 87.00 354.00
26.00 31.00 25.00 163.00
77.00 46.00 38.00 283.00
33.00 82.00 65.00 392.00
61.00 77.00 62.00 401.00
55.00 77.00 97.00 500.00
82.00 23.00 87.00 389.00
28.00 48.00 27.00 205.00
71.00 44.00 74.00 381.00
36.00 55.00 75.00 371.00
92.00 66.00 23.00 293.00
36.00 84.00 31.00 297.00
97.00 69.00 34.00 337.00
65.00 59.00 61.00 366.00
36.00 67.00 82.00 416.00
86.00 35.00 20.00 216.00
66.00 29.00 68.00 328.00
33.00 67.00 35.00 272.00
33.00 63.00 86.00 417.00
45.00 47.00 63.00 328.00
94.00 57.00 89.00 475.00
51.00 21.00 73.00 312.00
60.00 57.00 51.00 327.00
24.00 36.00 35.00 201.00
75.00 48.00 55.00 336.00
46.00 38.00 50.00 272.00
54.00 93.00 67.00 441.00
28.00 71.00 44.00 302.00
22.00 37.00 47.00 237.00
35.00 56.00 42.00 273.00
69.00 24.00 83.00 366.00
23.00 100.00 27.00 304.00
98.00 27.00 25.00 227.00
61.00 63.00 36.00 295.00
97.00 79.00 38.00 369.00
88.00 60.00 63.00 397.00
77.00 49.00 100.00 475.00
25.00 24.00 27.00 154.00
66.00 51.00 52.00 324.00
49.00 47.00 77.00 374.00
66.00 37.00 51.00 293.00
24.00 68.00 31.00 253.00
52.00 27.00 90.00 376.00
20.00 55.00 66.00 328.00
44.00 84.00 78.00 446.00
82.00 56.00 48.00 338.00
77.00 47.00 68.00 375.00
56.00 55.00 89.00 433.00
99.00 93.00 52.00 441.00
35.00 52.00 47.00 280.00
100.00 51.00 76.00 430.00
64.00 33.00 84.00 382.00
52.00 91.00 50.00 384.00
59.00 45.00 99.00 446.00
90.00 87.00 100.00 564.00
31.00 85.00 53.00 360.00
78.00 36.00 75.00 375.00
53.00 34.00 45.00 256.00
73.00 98.00 71.00 482.00
26.00 85.00 64.00 388.00
52.00 32.00 73.00 335.00
76.00 33.00 60.00 322.00
98.00 100.00 50.00 448.00
30.00 38.00 54.00 268.00
69.00 43.00 70.00 365.00
84.00 78.00 40.00 360.00
72.00 49.00 60.00 350.00
78.00 30.00 53.00 297.00
97.00 82.00 94.00 543.00
74.00 60.00 47.00 335.00
48.00 54.00 50.00 306.00
94.00 98.00 61.00 473.00
36.00 51.00 80.00 378.00
75.00 30.00 45.00 270.00
60.00 35.00 32.00 226.00
96.00 83.00 40.00 382.00
95.00 72.00 31.00 332.00
73.00 92.00 77.00 488.00
60.00 21.00 83.00 351.00
53.00 64.00 86.00 439.00
88.00 26.00 34.00 242.00
84.00 78.00 78.00 474.00
35.00 46.00 39.00 244.00
60.00 45.00 34.00 252.00
32.00 90.00 74.00 434.00
59.00 90.00 36.00 347.00
39.00 31.00 28.00 185.00
67.00 67.00 62.00 387.00
54.00 54.00 24.00 234.00
34.00 72.00 97.00 469.00
42.00 41.00 21.00 187.00
68.00 60.00 46.00 326.00
42.00 100.00 75.00 467.00
67.00 74.00 49.00 362.00
67.00 40.00 88.00 411.00
20.00 92.00 61.00 387.00
21.00 79.00 23.00 248.00
27.00 21.00 61.00 252.00
88.00 52.00 95.00 477.00
76.00 40.00 33.00 255.00
62.00 95.00 56.00 420.00
49.00 95.00 30.00 329.00
82.00 57.00 45.00 331.00
85.00 35.00 50.00 305.00
22.00 24.00 99.00 367.00
45.00 29.00 60.00 283.00
31.00 50.00 29.00 218.00
21.00 85.00 54.00 353.00
32.00 72.00 70.00 386.00
33.00 70.00 56.00 341.00
44.00 79.00 51.00 355.00
56.00 21.00 41.00 221.00
83.00 88.00 69.00 466.00
74.00 64.00 76.00 430.00
37.00 64.00 94.00 447.00
30.00 65.00 45.00 295.00
29.00 93.00 81.00 458.00
80.00 94.00 62.00 454.00
